,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
9,...menjadi yang pertama di industri ini yang meluncurkan mode kontras aksesibilitas bagi penyandang buta warna dan menyediakan akses yang lebih baik ke teknologi finansial bagi 11 juta penduduk Indonesia melalui aplikasi GoPay yang telah meraih penghargaan.,aksesibilitas teknologi,1,absa_20260207_095417_GoTo_s_2023_Sustainability_Report_absa_indonesia_few_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,Aksesibilitas teknologi,S,S,positive,Outcome,0.9
365,As a form of implementation of the commitment and participation of government programs (Presidential Regulation No.,align the company's work with the objectives of sustainable development goals,1,absa_20260113_100720_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2019,align the company's work with the objectives of Sustainable Development Goals,ESG,ESG,positive,Action,0.8
5787,"Sebagai wujud pelaksanaan atas komitmen serta peran serta terhadap program pemerintah (Peraturan Presiden Nomor 59 Tahun 2017 Tentang Pelaksanaan Pencapaian Tujuan Pembangunan Berkelanjutan), maka BRMS senantiasa berupaya untuk mengidentifikasi dan menyelaraskan program kerja perusahaan dengan tujuan Tujuan Pembangunan Berkelanjutan.",align the company's work with the objectives of sustainable development goals,1,absa_20260113_100720_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2019,align the company's work with the objectives of Sustainable Development Goals,ESG,ESG,positive,Action,0.8
4276,Our strategy centers on aligning products with local market needs and tailoring store offerings to match dynamic consumer demands.,aligning products,1,absa_20260113_123207_erajaya_annual_Report_2024_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2022,aligning products,G,G,neutral,Action,0.8
569,BRMS senantiasa berupaya untuk mengidentifikasi dan menyelaraskan program kerja perusahaan dengan tujuan Tujuan Pembangunan Berkelanjutan.,alignment of corporate strategy with sdgs,1,absa_20260113_100042_bumi_resources_Sustainability_Report_2019_pdf_absa_few_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2019,alignment of corporate strategy with SDGs,G,G,positive,Commitment,0.9
2197,"Indofood actively contributes to the SDGs, a movement which is intended to guide governments, businesses, and individuals in their response to the urgent economic, environmental, and social challenges that the world faces today.",alignment with sdgs,1,absa_20260214_210820_INDF_SR2021_web_20260207_064415_20260207_064428_absa_indonesia_few_shot_md_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260214_1938,Alignment with SDGs,G,G,positive,Commitment,0.9
6731,This aligns our vision of Growing Towards Mutual Prosperity with the UN Sustainable Development Goals (SDGs).,alignment with sdgs,1,absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,alignment with SDGs,G,G,positive,Commitment,0.85
2971,Kami menyelaraskan upaya-upaya ini dengan pilar keberlanjutan Japfa untuk memberikan arah yang jelas menuju target kami.,alignment with sustainability pillars,1,absa_20260113_032951_japfa_report_5_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_5,alignment with sustainability pillars,E,E,positive,Strategy,0.8
570,BRMS senantiasa berupaya untuk mengidentifikasi dan menyelaraskan program kerja perusahaan dengan tujuan Tujuan Pembangunan Berkelanjutan.,alignment with sustainable development goals,3,"absa_20260113_095736_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_100137_bumi_resources_Sustainability_Report_2019_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json, absa_20260113_100621_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Qwen3_Coder_(Free).json",bumi_resources_Sustainability_Report_2019,"Alignment with Sustainable Development Goals, alignment with Sustainable Development Goals, alignment with sustainable development goals","E, G",G,positive,"Action, Commitment, Strategy",0.8333333333333334
540,BRMS continuously strives to identify and align the company's work with the objectives of Sustainable Development Goals.,alignment with sustainable development goals,2,"absa_20260113_095736_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_100137_bumi_resources_Sustainability_Report_2019_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json",bumi_resources_Sustainability_Report_2019,"alignment with Sustainable Development Goals, alignment with sustainable development goals",G,G,positive,"Action, Strategy",0.825
7657,"We underscore our unwavering dedication to enhance our sustainability practices, aligning with the objectives set forth by the United Nations' Sustainable Development Goals (""SDGs"").",alignment with un sdgs,1,absa_20260114_032218_indofood_report_2_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,indofood_indf,Alignment with UN SDGs,Governance,Governance,positive,Commitment,0.9
6732,This aligns our vision of Growing Towards Mutual Prosperity with the UN Sustainable Development Goals (SDGs).,alignment with un sustainable development goals,1,absa_20260113_032951_japfa_report_5_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_5,alignment with UN Sustainable Development Goals,ESG,ESG,positive,Strategy,0.9
2765,Kami melakukan Life Cycle Assessment untuk memahami potensi dampak lingkungan dari produk dan proses kami,analisis dampak lingkungan,1,absa_20260113_032513_japfa_report_5_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_5,Analisis Dampak Lingkungan,E,E,Positive,Action,0.9
1955,Implementasi Analog Switch Off (ASO) atau perpindahan dari siaran TV analog ke siaran TV digital merupakan salah satu tantangan yang dihadapi oleh Perseroan.,analog switch off and digital channel launch,1,absa_20260113_013215_SCM_2022_sr-scma-2022_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,SCM_2022_multiple,Analog Switch Off and Digital Channel Launch,G,G,Positive,Action,0.9
6289,The Company collaborates with Google to introduce AndroidNation,androidnation,1,absa_20260113_141147_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,AndroidNation,G,G,positive,Commitment,0.9
5396,"Prioritas utama CPIN juga berupa keamanan produk, terutama dalam menyediakan pakan yang aman bagi hewan.",animal feed safety,2,"absa_20260214_093742_Sustainability-Report-CPIN-2023_20260207_071713_20260207_071723_absa_indonesia_cot_Qwen3_Coder__Free_.json, absa_20260214_094102_Sustainability-Report-CPIN-2023_20260207_071713_20260207_071723_absa_indonesia_few_shot_Qwen3_Coder__Free_.json",MultiPDF_ABSA_20260214_0830,"Animal Feed Safety, animal feed safety",S,S,positive,Commitment,0.8999999999999999
4711,Penerapan Biosecurity yg sesuai mampu mengurangi potensi dari berbagai ancaman penyakit.,animal health management,1,absa_20260207_174430_2018_SR_Japfa_Tbk__lores__20260207_064059_20260207_064102_absa_indonesia_few_shot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_1724,Animal Health Management,S,S,positive,Outcome,0.85
4420,"PT Japfa Comfeed Indonesia Tbk is a leading agri-food company, producing staple animal proteins in Indonesia.",animal protein production,2,"absa_20260113_024541_japfa_report_1_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_025946_japfa_report_1_pdf_absa_few_shot_Qwen3_Coder_(Free).json",japfa_report_1,animal protein production,E,E,positive,"Commitment, Descriptive",0.95
2562,Kami adalah penghasil protein hewani berkualitas dan terpercaya,animal protein production,1,absa_20260113_035702_japfa_report_3_pdf_absa_cot_Qwen3_Coder_(Free).json,japfa_report_3,animal protein production,E,E,positive,Outcome,0.9
2413,Japfa berhasil mengekspor ayam hidup ke Singapura untuk pertama kalinya. Hal ini menunjukkan dedikasi Japfa terhadap keamanan produk dan kesejahteraan hewan.,animal welfare and product safety,5,"absa_20260110_213527_japfa_2023_pdf_absa_zero_shot.json, absa_20260110_213547_japfa_2023_pdf_absa_cot.json, absa_20260110_213602_japfa_2023_pdf_absa_few_shot.json, absa_20260113_024349_japfa_report_1_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_024900_japfa_report_1_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json","japfa_2023, japfa_report_1","Animal Welfare, Animal Welfare & Product Safety, animal welfare",S,S,"Positive, positive",Outcome,0.8975
1131,"Dengan adanya perubahan iklim yang semakin nyata, kami melakukan peningkatan biosekuriti untuk menjamin kesejahteraan ayam sehingga kami dapat menjaga kestabilan pasekan ayam dalam memenuhi kebutuhan masyarakat.",animal welfare and product safety,1,absa_20260113_030645_japfa_report_6_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_6,Animal Welfare,S,S,positive,Action,0.9
1183,"Dengan pengalaman hampir 50 tahun di dunia peternakan, kami telah membangun bisnis operasional berskala besar yang telah terstandarisasi dengan teknologi terdepan di bidang pakan ternak dan peternakan, biosekuriti dan kesejahteraan ternak",animal welfare and product safety,1,absa_20260113_032951_japfa_report_5_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_5,animal welfare,S,S,positive,Strategy,0.8
1418,Ekspor Live Bird ke Singapura ... dedikasi Japfa terhadap ... kesejahteraan hewan.,animal welfare and product safety,1,absa_20260113_024448_japfa_report_1_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_1,Animal Welfare,S,S,positive,Outcome,0.9
2451,Japfa successfully exported live bird to Singapore for the first time.,animal welfare and product safety,1,absa_20260113_025310_japfa_report_1_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_1,animal welfare,E,E,positive,Outcome,0.7
2773,Kami melakukan peningkatan biosekuriti untuk menjamin kesejahteraan ayam sehingga kami dapat menjaga kestabilan pasekan ayam dalam memenuhi kebutuhan masyarakat.,animal welfare and product safety,1,absa_20260113_031455_japfa_report_6_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,japfa_report_6,animal welfare,S,S,positive,Outcome,0.88
2774,Kami melakukan peningkatan biosekuriti untuk menjamin kesejahteraan ayam sehingga kami dapat menjaga kestabilan pasokan ayam dalam memenuhi kebutuhan masyarakat.,animal welfare and product safety,1,absa_20260113_030419_japfa_report_6_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_6,Animal Welfare,S,S,positive,Action,0.94
2775,Kami melakukan peningkatan biosekuriti untuk menjamin kesejahteraan ayam.,animal welfare and product safety,1,absa_20260113_030849_japfa_report_6_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_6,Animal Welfare,S,S,positive,Action,
2943,Kami meningkatkan teknik beternak untuk menghasilkan ternak yang lebih sehat.,animal welfare and product safety,1,absa_20260113_034457_japfa_report_4_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_4,animal welfare,S,S,positive,Improvement,0.85
3887,Menjunjung Kesejahteraan Hewan,animal welfare and product safety,1,absa_20260113_040820_japfa_report_2_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_2,Animal Welfare,S,S,positive,Commitment,0.9
4583,"Pada waktu bersamaan, kami juga meningkatkan teknik beternak kami untuk menghasilkan ternak yang lebih sehat",animal welfare and product safety,1,absa_20260113_034325_japfa_report_4_pdf_absa_cot_Qwen3_Coder_(Free).json,japfa_report_4,Animal Welfare,E,E,positive,Action,0.85
7483,We focus on animal welfare.,animal welfare and product safety,1,absa_20260113_032902_japfa_report_5_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,japfa_report_5,animal welfare,S,S,positive,Commitment,0.88
7693,"With almost 50 years of farming experience, we have created a large scale standardised operation through the use of advanced technologies in feed and farming, biosecurity and animal welfare",animal welfare and product safety,1,absa_20260113_032951_japfa_report_5_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_5,animal welfare,S,S,positive,Strategy,0.8
7695,"With almost 50 years of farming experience, we have created a large scale standardised operation through the use of advanced technologies in feed and farming, biosecurity and animal welfare.",animal welfare and product safety,1,absa_20260113_032345_japfa_report_5_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,Animal Welfare,S,S,positive,Action,
7754,kami melakukan peningkatan biosekuriti untuk menjamin kesejahteraan ayam,animal welfare and product safety,1,absa_20260207_174430_2018_SR_Japfa_Tbk__lores__20260207_064059_20260207_064102_absa_indonesia_few_shot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_1724,Animal Welfare,S,S,positive,Policy,0.85
7841,teknologi IRBT menjadi inovasi baru dalam penerapan standar praktik pemangkasan paruh ayam yang baik di Hatchery ayam petelur kami.,animal welfare and product safety,1,absa_20260214_094102_Sustainability-Report-CPIN-2023_20260207_071713_20260207_071723_absa_indonesia_few_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260214_0830,Animal Welfare,S,S,positive,Commitment,0.85
2414,Japfa berhasil mengekspor ayam hidup ke Singapura untuk pertama kalinya. Hal ini menunjukkan dedikasi Japfa terhadap keamanan produk dan kesejahteraan hewan.,animal welfare standards,1,absa_20260113_025355_japfa_report_1_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_1,animal welfare standards,S,S,positive,Achievement,0.85
5885,"Selain itu, teknologi IRBT menjadi inovasi baru dalam penerapan standar praktik pemangkasan paruh ayam yang baik di Hatchery ayam petelur kami.",animal welfare through beak trimming innovation,1,absa_20260214_093742_Sustainability-Report-CPIN-2023_20260207_071713_20260207_071723_absa_indonesia_cot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260214_0830,animal welfare through beak trimming innovation,S,S,positive,Action,0.85
6369,"The Company held Annual General Meeting of Shareholders and Extraordinary General Meeting of Shareholders on May 30, 2013 at Mulia Hotel, Jakarta.",annual general meeting,1,absa_20260207_183350_31_20260207_070139_20260207_070144_absa_indonesia_few_shot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260207_1816,Annual General Meeting,G,G,neutral,Policy,0.92
381,"As a signatory to the UN Global Compact, we work to combat corruption in all its forms.",anti-corruption,2,"absa_20260111_180546_sustainability-report-2023_pdf_absa_few_shot.json, absa_20260111_180651_sustainability-report-2023_pdf_absa_cot.json",sustainability-report-2023,"Anti-Corruption, anti-corruption",G,G,"Positive, positive",Commitment,0.9
802,"By implementing an effective anti-corruption policy, it will have an impact on reducing the potential of corruption and bribery, thereby preventing misuse of the Company's assets.",anti-corruption,1,absa_20260111_183945_laporan-keberlanjutan-bei-2024_publish_pdf_absa_cot.json,laporan-keberlanjutan-bei-2024,Anti-Corruption,G,G,Positive,Commitment,0.9
920,"Corruption and bribery are forms of violation with negative impact on the Company's reputation, thereby reducing the trust of the stakeholders.",anti-corruption,1,absa_20260111_183945_laporan-keberlanjutan-bei-2024_publish_pdf_absa_cot.json,laporan-keberlanjutan-bei-2024,Anti-Corruption,G,G,Negative,Outcome,0.95
1969,Implementation of ISO 37001:2016 Anti-Bribery Management System,anti-corruption,1,absa_20260115_123646_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260115_1155,Anti-Corruption,G,G,positive,Action,0.98
6605,The management of anti-corruption program is under the responsibility of the Anti-Bribery Compliance Function (FKAP).,anti-corruption,1,absa_20260111_183945_laporan-keberlanjutan-bei-2024_publish_pdf_absa_cot.json,laporan-keberlanjutan-bei-2024,Anti-Corruption,G,G,Neutral,Action,0.8
