,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
407,Inovasi Teknologi,E,S,positive,Action,0.2167019108489504
408,sustainability practices implementation,S,S,positive,Commitment,0.23928263295590058
409,"Board Briefing, Board Briefing on Sustainability, board briefings on sustainability",S,G,positive,Outcome,0.7663057499247752
410,sustainable aquaculture certification,S,G,positive,Commitment,0.7585975129063645
411,political landscape,S,S,positive,Action,0.4426976927614277
412,Innovation,G,G,positive,Commitment,0.5427804724539884
413,environmental friendly initiatives,E,S,Positive,Commitment,0.34628945269821865
414,Sustainable Development Goals Alignment,G,E,positive,Outcome,0.5622422784984941
415,Sustainability Beyond Banking,G,S,positive,Outcome,0.7148691535912908
416,Report Credibility,G,E,positive,Action,0.8667363544190867
417,corporate ethics,G,G,positive,Commitment,0.18853096955624415
418,GHG emissions monitoring,S,E,neutral,Outcome,0.724739100038271
419,Environmental Performance,G,E,positive,Action,0.38469071939616095
420,"Sustainable finance commitment, sustainable finance",S,S,positive,Commitment,0.5807146335786271
421,Employment,G,E,positive,Action,0.6965573898287009
422,Emissions Management,S,S,positive,Commitment,0.6026011369873774
423,community empowerment,G,E,neutral,Action,0.8589062537980581
424,Investment & Economic Performance,G,E,positive,Action,0.15026526287342945
425,UN SDG commitment,G,G,positive,Outcome,0.9133739891421465
426,Corporate Social Responsibility,E,E,positive,"None, Outcome",0.7112274471054634
427,gender diversity,"E, G",E,Positive,Commitment,0.17742457894156038
428,"inclusive and sustainable future, sustainable future",S,E,positive,Commitment,0.49897428333337246
429,community development commitment,E,E,positive,Commitment,0.9134094814486295
430,Komitmen Protein Bergizi,G,G,positive,Commitment,0.7000348498118139
431,Sustainability Investments and Operations,E,E,positive,Action,0.30495607392082424
432,Corporate Values,E,G,"Positive, positive",Commitment,0.6459328447152902
433,"Sustainability Commitment, sustainability commitment",E,E,neutral,Outcome,0.36229707303498593
434,komitmen terhadap kesejahteraan sosial,E,Environmental,Positive,Commitment,0.06995107905423326
435,Responsible AI,G,G,neutral,Action,0.033738189791099216
436,"Environmental and Social Impact Assessment, impact assessment and mitigation",E,E,positive,Commitment,0.9070513315101882
437,Reporting,G,G,positive,Outcome,0.406946227026467
438,Struktur Tata Kelola ESG,E,E,positive,Commitment,0.527461026589558
439,economic growth,G,G,positive,Outcome,0.2794524239570424
440,Stakeholder Inclusion,E,E,positive,Action,0.13568584286746455
441,"None, Reporting",E,S,positive,Commitment,0.9157977749059952
442,Community Development,E,S,positive,Commitment,0.5553009463915884
443,Corporate Experience,S,S,positive,Commitment,0.5260445243236854
444,Financial Management,S,G,positive,Action,0.5477195777543379
445,global social LCA project,E,E,positive,Commitment,0.32624856508630784
446,Social Aspect,G,E,positive,Commitment,0.8350005671920024
447,Human Capital,E,S,positive,Commitment,0.8906354910768274
448,Innovation,S,S,positive,Outcome,0.47474116363319663
449,"Product Health Impact, product health impact",E,S,positive,Action,0.5667413129288464
450,Emissions Avoidance,E,S,positive,Outcome,0.8862158334790218
451,Environmental Technology Targets,S,S,positive,Commitment,0.47695931731878116
452,performance standards,E,E,positive,Action,0.47392512966222156
453,employment data,G,E,positive,Commitment,0.699525584730286
454,Sustainable Operations,S,E,positive,Commitment,0.4762334265993702
455,Content Quality,G,E,positive,Action,0.014669218417961538
456,SDG strategy development and reporting,G,G,positive,Action,0.9307972249369578
457,"Sustainability practices, sustainability practices",E,S,positive,Commitment,0.5964667316098973
458,Carbon Neutrality,S,E,neutral,Action,0.14955140245933274
459,Community Development,E,E,positive,Outcome,0.3167321611732956
460,"Community Engagement, community engagement",S,S,Positive,Action,0.23139728681840677
461,Sustainable Palm Oil,S,G,Neutral,Commitment,0.7208421267572669
462,Sustainable Business Operations,S,S,Neutral,Outcome,0.660841268516334
463,Sustainable Communities,G,G,neutral,Outcome,0.6761900297896608
464,Employment,S,E,positive,"Commitment, commitment",0.38547049998611005
465,inovasi untuk keberlanjutan,E,S,positive,Commitment,0.48819988410289195
466,Sustainability Focus Areas,G,S,positive,Action,0.7160196087212066
467,achieving higher economic productivity,G,S,positive,Action,0.4231197002305638
468,Social Data Coverage,S,S,positive,Commitment,0.21019951455222208
469,sustainable infrastructure and pollution reduction,E,E,positive,Action,0.11038303208025779
470,purchasing power rate,E,E,positive,Outcome,0.16104737241488998
471,"Animal Feed Safety, animal feed safety",S,S,positive,Commitment,0.6397962484024308
472,Stakeholder Engagement,"E, S",E,positive,Action,0.27022376461202247
473,Sustainable Growth,E,S,positive,Commitment,0.18722343702136424
474,Anti-Corruption,E,E,positive,Commitment,0.5949173148788172
475,"None, Reporting",G,E,positive,Outcome,0.03793419076373983
476,ESG Commitment,G,E,positive,Outcome,0.4089080142531022
477,absence of antibiotic growth promoters in animal feed,E,S,"Positive, positive",Action,0.07209370463211717
478,Sustainable toll road recognition,E,S,Positive,Commitment,0.7488657061932877
479,"Local Economic Development, local economic development",E,E,positive,Outcome,0.6166105819460275
480,Manajemen Risiko,S,E,positive,Commitment,0.5512952553387676
481,Penggunaan material ramah lingkungan dalam operasi,E,E,Positive,Commitment,0.04876134207547245
482,integrasi ESG dalam operasi,E,S,positive,Commitment,0.9444271829819927
483,Customer Centricity,G,E,positive,Action,0.19405445885218897
484,"Product Diversification, product diversification",G,G,positive,Commitment,0.3593491841254117
485,Subsidiary Ownership,S,E,positive,Policy,0.8648258245128275
486,Renewable Energy,E,E,negative,Action,0.3269300158216265
487,sustainable aquaculture,E,E,positive,Action,0.0692971516099441
488,Corporate Reputation,"E, G",Governance,Neutral,Outcome,0.4270984786238339
489,Climate Risk Management,E,S,"Positive, positive",Disclosure,0.4718501320785663
490,integrasi aspek ESG dalam strategi bisnis,E,G,"Positive, positive",Action,0.6538155891251052
491,Water Usage,S,E,positive,Commitment,0.6956983477995219
492,addressing malnutrition in growing population,S,E,Positive,Action,0.6776740327083741
493,Pengembangan dan Pemberdayaan Masyarakat,G,E,positif,Outcome,0.8569762363723235
494,Water Usage,E,S,positive,Commitment,0.6010762956823696
495,Business Expansion and Shareholder Value,E,E,"Positive, positive",Outcome,0.5210705456431219
496,SDG Alignment,E,S,positive,Keberlanjutan,0.9962071197126477
497,Transition to sustainable energy,G,G,Neutral,Commitment,0.3143261270711396
498,Dampak Sosial,S,G,positive,Outcome,0.5260029518517408
499,product quality - low emissions,G,G,negative,Outcome,0.6539553572900407
500,Emission Reduction,E,G,positive,Commitment,0.2758434940345823
501,"Sustainable Product Development, sustainable product development",E,G,positive,Outcome,0.8747372996970239
502,community support,E,G,neutral,Policy,0.12894292832529441
503,emissions reduction,G,S,positive,Commitment,0.8450859258541175
504,Corporate Governance,"E, G",E,neutral,Initiative,0.7034524069093513
505,ESG integration,G,E,neutral,Commitment,0.9145420226685853
506,"Economic Conditions, economic conditions",S,G,"Positive, positive",Outcome,0.8186609209419513
507,Workplace Environment,E,E,positive,Commitment,0.14378149754363556
508,Industry association participation,E,G,positive,Achievement,0.37160052499130414
509,Disclosure of key performance indicators aligned to sustainability commitments,G,S,positive,Outcome,0.7268533606828538
510,Sustainability Strategy,S,S,positive,Commitment,0.5328053267997408
511,Stakeholder Engagement,E,E,Positive,Commitment,0.9070154270137093
512,Japfa Sustainability Reporting System,E,G,POSITIVE,Outcome,0.3808410946863584
513,Comprehensive Environmental Policy Framework,E,E,"Positive, positive",Action,0.440441950375712
514,Customer Satisfaction Performance,G,G,Positive,Outcome,0.4477848828658534
515,Social Life Cycle Assessment,E,G,positive,Action,0.9044553631330612
516,SDG Support,E,G,Positive,Action,0.49675316957910265
517,Management system for assessing ESG risks in financing,G,G,positive,"None, Outcome",0.477700206017305
518,keseimbangan aspek keberlanjutan,G,E,Negative,Outcome,0.8781373477005723
519,Community Engagement,S,S,neutral,Commitment,0.6563133238259949
520,partnership and collaboration,S,E,positive,Action,0.1927892295293282
521,Operational Efficiency & Safety,E,S,positive,Policy,0.7757431694264484
522,"Local Content (""TKDN"") Requirement",E,S,positive,Action,0.4083696977533864
523,sustainable development goals,G,G,positive,Commitment,0.2529893192176106
524,contribution to country,S,E,"positif, positive",Action,0.7007157807693043
525,"Brand Alignment, brand alignment",S,S,positive,Action,0.251541761193233
526,Sustainability Recognition,S,ESG,positive,Metric,0.5371276926679357
527,Stakeholder relationships,G,E,positive,Commitment,0.334083495579668
528,Employee Benefits,G,E,neutral,Commitment,0.7356958015182133
529,positive impact on environment and society,"ESG, S",E,positive,Commitment,0.7679878764554534
530,Environmental and Social Responsibility,E,S,positive,Outcome,0.31267455237168595
531,"Corporate Responsibility, Corporate Social Responsibility, corporate responsibility",E,G,positive,Procedural,0.5299412423068081
532,ESG Performance Recognition,G,G,positive,Action,0.07481124784085413
533,Technological Advancement,E,G,positive,Commitment,0.2241231397902662
534,e-commerce,E; S,E,neutral,Outcome,0.6140878998400531
535,net zero emission commitment,S,G,positive,Commitment,0.8704394598640387
536,production capacity expansion,S,G,positive,Commitment,0.29148167099149414
537,Industrial Relations,E,E,neutral,Support,0.5662788971170121
538,labor standards,E,E,positive,Commitment,0.1928452465754964
539,Transparency in Reporting,"E, G",G,positive,Kontribusi,0.19752212551578263
540,Integrasi ESG dalam Bisnis,E,E,positive,Outcome,0.6278545950330149
541,stakeholder value creation,G,S,positive,Commitment,0.7146543730547504
542,Environmental Conservation,E,E,positive,Action,0.4273772347824354
543,Smallholder Support,E,S,positive,Outcome,0.4618831712449831
544,Sustaining Ace Performance,"E, G",E,positive,"Action, Commitment, Proactive",0.8755262576117929
545,sustainability values in daily operations,E,E,positive,Commitment,0.41525923272967524
546,responsible sourcing,G,S,positive,Commitment,0.9894963652776919
547,environmental permits,"E, G",E,positive,Action,0.8245756569248187
548,Commitment to sustainability,E,E,positive,Outcome,0.9206306639347624
549,ESG Performance Rating,S,E,positive,Commitment,0.3820542371564358
550,partnership improvement program,S,S,positive,Outcome,0.4844361156313871
551,"Occupational Health and Safety, occupational health and safety",G,S,neutral,Outcome,0.4435789222120684
552,Lingkungan Kerja Inklusif,S,E,positive,Commitment,0.8328119262560686
553,ESG Index Recognition,S,G,POSITIVE,"Action, Commitment",0.6055492478055846
554,Operational Efficiency,E,E,positive,"Action, Outcome",0.38891667421364884
555,Market penetration,E,S,negative,Commitment,0.7232376607204752
556,integrated animal protein production operations,E,E,positive,Outcome,0.8363293836031866
557,Sustainable Materials,E,E,Positive,Commitment,0.2803171852850245
558,Nilai Growing Towards Mutual Prosperity,E,G,positive,Outcome,0.01284752966117908
559,data protection governance,S,E,positive,"Action, Commitment",0.053052418166405824
560,sustainability commitments,E,E,neutral,Outcome,0.9675459994361145
561,"Steering Committee, Sustainable Impact Steering Committee",S,G,positive,Outcome,0.12768607469918158
562,scope 1+2 emissions,S,E,positive,Outcome,0.8138777287536447
563,environmental stewardship,S,G,neutral,Action,0.66710188495452
564,Adaptation Efforts,E,E,positive,Commitment,0.5087527120872651
565,Efisiensi Energi,S,S,positive,Action,0.07958766978425746
566,Stakeholder Partnership for Waste Management,G,G,"Positive, positive",Commitment,0.8407211616475024
567,Economic Performance,E,S,"POSITIVE, positive",Commitment,0.07183385214742044
568,Efisiensi dan ketahanan operasional melalui integrasi bisnis,S,E,positive,Commitment,0.5178121152547529
569,Employee Retention,E,E,Positif,Commitment,0.15855235042505933
570,business expansion,E,G,positive,Action,0.6406045688572409
571,kualitas program dan layanan,S,S,positive,Action,0.9599962968465514
572,Product Quality Improvement,E,E,Positive,Commitment,0.44092018739182537
573,Governance Aspect,G,S,positive,Action,0.610547821188341
574,Employee Compensation,E,E,Neutral,Action,0.7867945054367456
575,Innovation in Operations,E,S,positive,Action,0.8553960833101479
576,Environmental Conservation; Financial Inclusion,G,E,positive,Commitment,0.5470242392936014
577,ESG Topic Review,E,E,positive,Commitment,0.4334829147598315
578,pengelolaan lingkungan,S,G,positive,Action,0.9876630650160698
579,"Sustainable business practices, sustainable business practices",S,S,positive,Action,0.9574698314724732
580,Greenhouse Gas Emissions,G,E,positive,Action,0.3214183362136589
581,Product Development,S,S,positive,Action,0.559744595780531
582,Collaboration with Stakeholders,E,E,positive,Commitment,0.4674155782314746
583,"Regulatory Compliance, regulatory compliance","ESG, G",E,positive,Outcome,0.5711992421934288
584,supply chain efficiency,S,G,Positive,Commitment,0.38188415256691177
585,Innovation and Technology Development,G,E,"Positive, positive",Initiative,0.9474527068270365
586,Social impact,S,S,positive,Commitment,0.9928787314537132
587,Climate Change Mitigation,G,G,positive,Action,0.9064707339162934
588,Sustainable Products,E,E,Positive,Commitment,0.8071056280376449
589,occupational health and safety management system,G,S,positive,Policy,0.7343778208376128
590,Komitmen,S,E,positive,Action,0.6736593637299674
591,digital technology for sustainability,E,E,positive,Commitment,0.328373819412788
592,Tujuan Pembangunan Berkelanjutan,S,E,positive,Action,0.8289339037725888
