aspect,records,mapped_to_ontology,suggested_path
risiko lingkungan operasional,1,True,GRI 306 Waste / GRI 303 Water -> risiko lingkungan operasional
sdgs,1,False,
pengawasan komite audit,1,False,
evaluasi komite audit,1,False,
regulatory compliance and sustainability standards,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> regulatory compliance and sustainability standards
esg integration and environmental/social impact monitoring,1,False,
good corporate governance implementation for sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> good corporate governance implementation for sustainability
board role in sustainable growth strategy,1,False,
monitoring of external factors affecting business,1,False,
data-driven strategy formulation considering sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> data-driven strategy formulation considering sustainability
"policies based on efficiency, innovation, and sustainability principles",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> policies based on efficiency, innovation, and sustainability principles"
periodic monitoring through performance evaluation,1,False,
technology utilization in decision making,1,True,Governance / Data and Technology -> technology utilization in decision making
encouraging adaptive and innovative work culture,1,False,
transparency in policies and strategic decisions,1,False,
gcg commitment to maintain stakeholder trust,1,True,GRI 413 Local Communities -> gcg commitment to maintain stakeholder trust
metrik k3,1,True,GRI 401-404 Employment and Training -> metrik k3
sistem manajemen k3,1,True,GRI 401-404 Employment and Training -> sistem manajemen k3
monitoring dan evaluasi k3,1,True,GRI 401-404 Employment and Training -> monitoring dan evaluasi k3
komitmen pemangku kepentingan,1,False,
kondisi ekonomi makro,1,True,GRI 201 Economic Performance -> kondisi ekonomi makro
kinerja sektor ritel,1,False,
pengembangan operasional,1,False,
commitment,1,False,
prinsip pelaporan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> prinsip pelaporan keberlanjutan
keterbatasan kemampuan teknis,1,False,
tantangan ekonomi global dan geopolitik,1,True,GRI 201 Economic Performance -> tantangan ekonomi global dan geopolitik
persaingan industri,1,False,
potensi pasar kub terbatas,1,False,
integrasi keberlanjutan rantai pasokan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> integrasi keberlanjutan rantai pasokan
kondisi keuangan dan komitmen penguatan,1,True,GRI 201 Economic Performance -> kondisi keuangan dan komitmen penguatan
kesetaraan kerja,1,False,
pengembangan karir,1,False,
sustainability-commitment,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability-commitment
pencapaian pembiayaan hijau,1,False,
standar governansi,1,False,
digitalisasi dan teknologi,1,True,Governance / Data and Technology -> digitalisasi dan teknologi
keberagaman dan inklusivitas,1,False,
pengembangan tenaga kerja,1,True,GRI 401-404 Employment and Training -> pengembangan tenaga kerja
ekspansi gerai,1,False,
jumlah gerai,1,False,
keterlibatan sosial masyarakat,1,True,GRI 413 Local Communities -> keterlibatan sosial masyarakat
pengembangan operasi,1,False,
lisensi geothermal,1,False,
korporat,1,False,
kontrak operasional,1,False,
produksi tambang,1,False,
pengembangan tambang,1,False,
pengembangan tambang bawah tanah,1,False,
kapasitas pengolahan,1,True,GRI 304 Biodiversity -> kapasitas pengolahan
kolaborasi energi terbarukan,1,True,GRI 305 Emissions / TCFD Climate -> kolaborasi energi terbarukan
remediasi dan pemulihan,1,False,
kapasitas pemurnian emas,1,False,
fasilitas produksi,1,False,
jejak lingkungan digital,1,True,GRI 306 Waste / GRI 303 Water -> jejak lingkungan digital
kesehatan keselamatan kerja,1,True,GRI 401-404 Employment and Training -> kesehatan keselamatan kerja
pengurangan emisi terrealisasi,1,True,GRI 305 Emissions / TCFD Climate -> pengurangan emisi terrealisasi
praktik bisnis berkelanjutan,1,False,
budaya perusahaan,1,False,
praktik ketenagakerjaan dan hak asasi manusia,1,True,GRI 401-404 Employment and Training -> praktik ketenagakerjaan dan hak asasi manusia
kinerja lingkungan dan sosial,1,True,GRI 306 Waste / GRI 303 Water -> kinerja lingkungan dan sosial
reklamasi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> reklamasi lingkungan
tantangankeberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> tantangankeberlanjutan
stabilitas operasional,1,False,
sustainability-governance,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability-governance
reporting-framework,1,False,
vision-stakeholder-empowerment,1,True,GRI 413 Local Communities -> vision-stakeholder-empowerment
mission-stakeholder-benefit,1,True,GRI 413 Local Communities -> mission-stakeholder-benefit
reporting-standards,1,False,
keberlanjutan dalam strategi jangka panjang,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> keberlanjutan dalam strategi jangka panjang
kepatuhan dan keterbukaan informasi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan dan keterbukaan informasi
inovasi ramah lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> inovasi ramah lingkungan
operasional pertambangan,1,False,
diversifikasi energi terbarukan dan pemberdayaan masyarakat,1,True,GRI 305 Emissions / TCFD Climate -> diversifikasi energi terbarukan dan pemberdayaan masyarakat
pemberdayaan masyarakat dan rehabilitasi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> pemberdayaan masyarakat dan rehabilitasi lingkungan
manajemen karyawan,1,True,GRI 401-404 Employment and Training -> manajemen karyawan
pendapatan perusahaan,1,False,
profitabilitas,1,True,GRI 201 Economic Performance -> profitabilitas
total aset,1,False,
produksi emas,1,False,
digital banking dan lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> digital banking dan lingkungan
esg overview,1,False,
environmental/social,1,False,
reporting framework,1,False,
energi terbarukan dan dampak lingkungan,1,True,GRI 305 Emissions / TCFD Climate -> energi terbarukan dan dampak lingkungan
komitmen esg triple bottom line,1,False,
dampak sosial komunitas,1,True,GRI 413 Local Communities -> dampak sosial komunitas
governance esg,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance esg
komitmen governance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> komitmen governance
pelaporan berkelanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pelaporan berkelanjutan
pengungkapan pojk,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan pojk
peran keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> peran keberlanjutan
visi bank,1,False,
misi bank,1,False,
"fokus laporan (ekonomi, sosial, lingkungan)",1,True,"GRI 306 Waste / GRI 303 Water -> fokus laporan (ekonomi, sosial, lingkungan)"
struktur organisasi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> struktur organisasi keberlanjutan
pengawasan dan implementasi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengawasan dan implementasi keberlanjutan
ekspansi internasional,1,False,
environmental-sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> environmental-sustainability
pengelolaan risiko dan pengendalian internal,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengelolaan risiko dan pengendalian internal
due diligence hak asasi manusia,1,True,GRI 401-404 Employment and Training -> due diligence hak asasi manusia
manajemen dampak lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> manajemen dampak lingkungan
kontribusi sosial dan lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> kontribusi sosial dan lingkungan
program csr keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> program csr keberlanjutan
reduksi emisi karbon,1,True,GRI 305 Emissions / TCFD Climate -> reduksi emisi karbon
lisensi sosial dan rehabilitasi,1,True,GRI 413 Local Communities -> lisensi sosial dan rehabilitasi
komposisi gender dan independensi,1,False,
komposisi dewan komisaris dan direksi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> komposisi dewan komisaris dan direksi
ketenagakerjaan dan masyarakat,1,True,GRI 413 Local Communities -> ketenagakerjaan dan masyarakat
pemberian laporan esg,1,False,
reporting_structure,1,False,
sustainability_reporting_standards,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability_reporting_standards
forward_looking_statement,1,False,
manajemen risiko terintegrasi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> manajemen risiko terintegrasi
pengurangan kecelakaan kerja,1,False,
kompetensi modal manusia,1,False,
keberlanjutan nilai bisnis,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> keberlanjutan nilai bisnis
pokok laporan esg,1,False,
integritas dan etika,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> integritas dan etika
inovasi dan perbaikan,1,False,
kualitas dan produktivitas,1,False,
kerjasama tim,1,False,
produk simpanan syariah,1,False,
pendampingan masyarakat untuk akses keuangan,1,True,GRI 413 Local Communities -> pendampingan masyarakat untuk akses keuangan
penerapan good corporate governance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> penerapan good corporate governance
komitmen masa depan,1,False,
pengungkapan keuangan berkelanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan keuangan berkelanjutan
kinerja dan risiko operasional,1,False,
kepercayaan nasabah dan stabilitas operasional,1,False,
penggunaan standar pelaporan internasional,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> penggunaan standar pelaporan internasional
cakupan topik keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> cakupan topik keberlanjutan
integrasi praktik ramah lingkungan dan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> integrasi praktik ramah lingkungan dan keberlanjutan
kepercayaan nasabah dan stabilitas,1,False,
pengurangan emisi dan dampak lingkungan,1,True,GRI 305 Emissions / TCFD Climate -> pengurangan emisi dan dampak lingkungan
keanggotaan asosiasi,1,False,
manfaat asosiasi,1,False,
penguatan internal,1,False,
akses keuangan,1,True,GRI 201 Economic Performance -> akses keuangan
teknologi dan jejak lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> teknologi dan jejak lingkungan
komposisi karyawan berdasarkan gender,1,True,GRI 401-404 Employment and Training -> komposisi karyawan berdasarkan gender
komitmen terhadap rakb,1,False,
pelaporan standar gri,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pelaporan standar gri
pengurangan jejak lingkungan melalui teknologi,1,True,GRI 306 Waste / GRI 303 Water -> pengurangan jejak lingkungan melalui teknologi
akses layanan keuangan dan kesejahteraan masyarakat,1,True,GRI 413 Local Communities -> akses layanan keuangan dan kesejahteraan masyarakat
konteks pembangunan berkelanjutan,1,False,
ulang tahun perusahaan,1,False,
organ tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> organ tata kelola
komite pendukung tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> komite pendukung tata kelola
pengembangan operasional tambang,1,False,
lisensi sosial dan pemberdayaan,1,True,GRI 413 Local Communities -> lisensi sosial dan pemberdayaan
konsumsi energi terbarukan dan intensitas emisi,1,True,GRI 305 Emissions / TCFD Climate -> konsumsi energi terbarukan dan intensitas emisi
mitigasi risiko lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> mitigasi risiko lingkungan
risiko lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> risiko lingkungan
program csr,1,True,GRI 413 Local Communities -> program csr
risiko kesehatan dan keselamatan kerja,1,True,GRI 401-404 Employment and Training -> risiko kesehatan dan keselamatan kerja
risiko tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> risiko tata kelola
strategi dampak jangka panjang,1,False,
tata kelola dan integritas,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola dan integritas
budaya keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> budaya keberlanjutan
operasi quarry,1,False,
lokasi operasi,1,False,
cadangan material,1,False,
pelatihan anti-korupsi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pelatihan anti-korupsi
kinerja anti-korupsi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kinerja anti-korupsi
pembahasan lingkup esg,1,False,
penggunaan standar pelaporan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> penggunaan standar pelaporan keberlanjutan
produk private label,1,False,
dukungan ukm,1,False,
transparansi dan aksesibilitas informasi,1,False,
pengembangan sdm inklusif,1,False,
keberagaman karyawan,1,True,GRI 401-404 Employment and Training -> keberagaman karyawan
komposisi tenaga kerja,1,True,GRI 401-404 Employment and Training -> komposisi tenaga kerja
komposisi jabatan,1,False,
lingkup pengungkapan esg,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> lingkup pengungkapan esg
risiko ekonomi makro,1,True,GRI 201 Economic Performance -> risiko ekonomi makro
stabilitas inflasi,1,False,
tonggak sejarah perusahaan,1,False,
kondisi keuangan,1,True,GRI 201 Economic Performance -> kondisi keuangan
kendaraan listrik untuk pengiriman,1,False,
armada pengiriman,1,False,
disclaimer prospektif,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> disclaimer prospektif
integrasi bisnis ramah lingkungan dan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> integrasi bisnis ramah lingkungan dan keberlanjutan
beban umum dan administrasi,1,False,
pendapatan lainnya,1,False,
beban lainnya,1,False,
laba usaha,1,False,
pendapatan keuangan,1,True,GRI 201 Economic Performance -> pendapatan keuangan
biaya keuangan,1,True,GRI 201 Economic Performance -> biaya keuangan
praktik bisnis ramah lingkungan dan kontribusi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> praktik bisnis ramah lingkungan dan kontribusi keberlanjutan
pengungkapan keberlanjutan dan standar pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan keberlanjutan dan standar pelaporan
struktur modal,1,False,
belanja modal,1,False,
minimalisasi dampak lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> minimalisasi dampak lingkungan
sistem penilaian vqsms,1,False,
kategori risiko rendah-sedang,1,False,
kategori risiko tinggi-ekstrem,1,False,
jumlah pemasok tier-1,1,True,GRI 308/414 Supplier Assessment -> jumlah pemasok tier-1
pengeluaran pemasok signifikan,1,True,GRI 308/414 Supplier Assessment -> pengeluaran pemasok signifikan
jumlah pemasok signifikan,1,True,GRI 308/414 Supplier Assessment -> jumlah pemasok signifikan
manajemen pemasok,1,True,GRI 308/414 Supplier Assessment -> manajemen pemasok
milestone perusahaan,1,False,
visi layanan dan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> visi layanan dan keberlanjutan
penggunaan teknologi untuk konsumen,1,True,Governance / Data and Technology -> penggunaan teknologi untuk konsumen
komitmen kemajuan,1,False,
pertumbuhan dan kepemimpinan pasar,1,False,
kewajiban pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kewajiban pelaporan
transaksi pihak berelasi,1,False,
tata kelola transaksi afiliasi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola transaksi afiliasi
kepatuhan akuntansi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan akuntansi
transaksi dan benturan kepentingan,1,False,
pengelolaan sdm,1,False,
kesejahteraan dan keberagaman karyawan,1,True,GRI 401-404 Employment and Training -> kesejahteraan dan keberagaman karyawan
kualifikasi pemasok risiko rendah,1,True,GRI 308/414 Supplier Assessment -> kualifikasi pemasok risiko rendah
evaluasi pemasok risiko tinggi,1,True,GRI 308/414 Supplier Assessment -> evaluasi pemasok risiko tinggi
manajemen k3l,1,True,GRI 401-404 Employment and Training -> manajemen k3l
kepatuhan regulasi lingkungan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan regulasi lingkungan
verifikasi lapangan pemasok,1,True,GRI 308/414 Supplier Assessment -> verifikasi lapangan pemasok
pengembangan sdm inklusif dan berkelanjutan,1,False,
keberagaman workforce,1,False,
pengungkapan fokus keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan fokus keberlanjutan
kinerja industri ritel,1,False,
kinerja sektor,1,False,
tantangan industri,1,False,
perilaku konsumen,1,False,
transparansi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> transparansi keberlanjutan
keandalan data,1,True,Governance / Data and Technology -> keandalan data
proyeksi dan target,1,False,
estimasi data lingkungan dan sosial,1,True,GRI 306 Waste / GRI 303 Water -> estimasi data lingkungan dan sosial
optimalisasi rantai pasok dan efisiensi operasional,1,True,GRI 308/414 Supplier Assessment -> optimalisasi rantai pasok dan efisiensi operasional
strategi merchandising,1,False,
evaluasi berkala untuk kepuasan pelanggan,1,False,
jaringan pemasok dan variasi produk,1,True,GRI 308/414 Supplier Assessment -> jaringan pemasok dan variasi produk
nilai ekonomi dihasilkan,1,True,GRI 201 Economic Performance -> nilai ekonomi dihasilkan
nilai ekonomi didistribusikan,1,True,GRI 201 Economic Performance -> nilai ekonomi didistribusikan
nilai ekonomi ditahan,1,True,GRI 201 Economic Performance -> nilai ekonomi ditahan
manajemen lingkungan komprehensif,1,True,GRI 306 Waste / GRI 303 Water -> manajemen lingkungan komprehensif
praktik sosial dan ketenagakerjaan,1,True,GRI 413 Local Communities -> praktik sosial dan ketenagakerjaan
penggunaan standar gri,1,False,
efisiensi dan keamanan,1,False,
tata kelola ti,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola ti
target ti,1,False,
kebijakan struktur modal,1,False,
rasio keuangan,1,True,GRI 201 Economic Performance -> rasio keuangan
komitmen investasi,1,True,GRI 201 Economic Performance -> komitmen investasi
kematangan ti,1,False,
sistem manajemen keamanan informasi,1,False,
assesment kerentanan,1,False,
sistem keamanan siber,1,False,
kelolaan produk,1,False,
tata kelola etika,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola etika
sistem pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sistem pelaporan
governance pajak,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance pajak
product management,1,False,
sustainability governance,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability governance
organizational resilience,1,False,
keamanan data,1,True,Governance / Data and Technology -> keamanan data
perjalanan bisnis dan pencapaian,1,False,
kinerja keselamatan,1,True,GRI 401-404 Employment and Training -> kinerja keselamatan
sistem manajemen,1,False,
pengurangan kertas,1,False,
perjalanan bisnis dan pertumbuhan,1,False,
kebijakan dividen,1,False,
standar tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> standar tata kelola
struktur dan mekanisme gcg,1,False,
hasil tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> hasil tata kelola
budaya etika organisasi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> budaya etika organisasi
lingkungan kerja positif,1,True,GRI 306 Waste / GRI 303 Water -> lingkungan kerja positif
landasan hukum gcg,1,True,GRI 304 Biodiversity -> landasan hukum gcg
informasi forward-looking,1,False,
pokok pembahasan esg,1,False,
pengungkapan kinerja esg,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan kinerja esg
governansi perusahaan,1,False,
standar mutu dan keselamatan,1,True,GRI 401-404 Employment and Training -> standar mutu dan keselamatan
pengungkapan keberlanjutan sesuai standar,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan keberlanjutan sesuai standar
pengawasan tata kelola transaksi afiliasi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengawasan tata kelola transaksi afiliasi
kepatuhan regulasi keuangan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan regulasi keuangan
perilaku etika perusahaan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> perilaku etika perusahaan
akuntabilitas dan kinerja berkelanjutan,1,False,
pengungkapan prospektif,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan prospektif
kinerja esg dan pengelolaan risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kinerja esg dan pengelolaan risiko
pengurangan emisi dan pengelolaan lingkungan,1,True,GRI 305 Emissions / TCFD Climate -> pengurangan emisi dan pengelolaan lingkungan
ruang lingkup keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> ruang lingkup keberlanjutan
informasi prospektif,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> informasi prospektif
keterbukaan informasi,1,False,
pedoman tata kelola dan kode etik,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pedoman tata kelola dan kode etik
kinerja tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kinerja tata kelola
integritas operasional,1,False,
pokus laporan esg,1,False,
komite pengawas,1,False,
pemisahan fungsi pengawasan,1,False,
implementasi gcg,1,False,
fungsi rups,1,False,
pencapaian perusahaan,1,False,
komitmen layanan dan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> komitmen layanan dan keberlanjutan
material berkelanjutan,1,False,
due diligence ham,1,True,GRI 401-404 Employment and Training -> due diligence ham
inovasi dan efisiensi bisnis,1,False,
sistem tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> sistem tata kelola
check and balance,1,False,
puncak sejarah perusahaan,1,False,
tata kelola direksi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola direksi
keberagaman dan inklusi,1,False,
integrasi prinsip keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> integrasi prinsip keberlanjutan
kepatuhan pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kepatuhan pelaporan
perayaan ulang tahun perusahaan,1,False,
pelaksanaan keputusan rups,1,False,
struktur komite pendukung,1,False,
sistem pengendalian,1,False,
keberlanjutan bisnis jangka panjang,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> keberlanjutan bisnis jangka panjang
sertifikasi manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> sertifikasi manajemen risiko
strategi jangka panjang,1,False,
pengelolaan risiko dan tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengelolaan risiko dan tata kelola
struktur tata kelola gcg,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> struktur tata kelola gcg
manajemen risiko keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> manajemen risiko keberlanjutan
hak-hak pemegang saham,1,True,GRI 401-404 Employment and Training -> hak-hak pemegang saham
keterlibatan pemegang saham,1,True,GRI 401-404 Employment and Training -> keterlibatan pemegang saham
tanggung jawab pemegang saham,1,True,GRI 401-404 Employment and Training -> tanggung jawab pemegang saham
hak pengawasan pemegang saham,1,True,GRI 401-404 Employment and Training -> hak pengawasan pemegang saham
koreksi data,1,True,Governance / Data and Technology -> koreksi data
praktik bisnis adil,1,False,
perlindungan hak pemegang saham,1,True,GRI 401-404 Employment and Training -> perlindungan hak pemegang saham
pencegahan praktik tidak adil,1,False,
kepatuhan regulasi dan standar keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kepatuhan regulasi dan standar keberlanjutan
remunerasi dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> remunerasi dewan komisaris
penunjukan auditor,1,False,
kepatuhan tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan tata kelola
pokok laporan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pokok laporan keberlanjutan
komposisi dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> komposisi dewan komisaris
kemandirian dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kemandirian dewan komisaris
kebijakan rangkap jabatan,1,False,
tugas pengawasan dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tugas pengawasan dewan komisaris
praktik lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> praktik lingkungan
environmental-commitment,1,False,
business-strategy,1,False,
company-profile,1,False,
"environmental, social, governance",1,True,"GRI 205 Anti-corruption / GRI 2 Governance -> environmental, social, governance"
environmental commitment and sustainability integration,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> environmental commitment and sustainability integration
employee workforce data and growth,1,True,GRI 401-404 Employment and Training -> employee workforce data and growth
human resources development and inclusive workplace,1,True,GRI 401-404 Employment and Training -> human resources development and inclusive workplace
workforce diversity and inclusion,1,False,
workforce-diversity,1,False,
operational-efficiency,1,False,
business-scale,1,False,
operational,1,False,
general esg disclosure,1,False,
environmental and social commitment,1,False,
information security governance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> information security governance
theme-introduction,1,False,
environmental-social-commitment,1,False,
integrasi praktik bisnis ramah lingkungan dan kontribusi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> integrasi praktik bisnis ramah lingkungan dan kontribusi keberlanjutan
"cakupan laporan (ekonomi, sosial, lingkungan)",1,True,"GRI 306 Waste / GRI 303 Water -> cakupan laporan (ekonomi, sosial, lingkungan)"
penggunaan standar pelaporan keberlanjutan gri,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> penggunaan standar pelaporan keberlanjutan gri
kinerja pendapatan,1,False,
kinerja laba bruto,1,False,
forward-looking,1,False,
capital-management,1,False,
financial-strategy,1,True,GRI 201 Economic Performance -> financial-strategy
environmental and social sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> environmental and social sustainability
report scope disclosure,1,True,GRI 305 Emissions / TCFD Climate -> report scope disclosure
financial policy,1,True,GRI 201 Economic Performance -> financial policy
capital expenditure,1,False,
capital-expenditure,1,False,
sustainable_value,1,False,
sustainable_values,1,False,
sustainability reporting framework,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability reporting framework
forward-looking statement disclaimer,1,False,
company theme and vision,1,False,
environmental integration in business,1,False,
corporate culture and growth commitment,1,False,
sustainability_reporting,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability_reporting
environmental_commitment,1,False,
corporate_governance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> corporate_governance
environmental-social integration in operations,1,False,
sustainability reporting compliance,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability reporting compliance
esg scope disclosure,1,True,GRI 305 Emissions / TCFD Climate -> esg scope disclosure
forward-looking statements disclaimer,1,False,
environmental sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> environmental sustainability
esg-focus-areas,1,False,
sustainability-reporting-framework,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability-reporting-framework
regulatory-compliance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> regulatory-compliance
pelaporan keberlanjutan dan kepatuhan regulasi,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pelaporan keberlanjutan dan kepatuhan regulasi
pertumbuhan bisnis dan efisiensi operasional,1,False,
pengungkapan laporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan laporan
penafian dan pernyataan prospektif,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> penafian dan pernyataan prospektif
hak pemegang saham,1,True,GRI 401-404 Employment and Training -> hak pemegang saham
scope of esg disclosure,1,True,GRI 305 Emissions / TCFD Climate -> scope of esg disclosure
environmental business practices integration,1,False,
social and environmental sustainability contribution,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> social and environmental sustainability contribution
fair business practices and shareholder protection,1,True,GRI 306 Waste / GRI 303 Water -> fair business practices and shareholder protection
gms procedures and compliance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> gms procedures and compliance
company_background,1,False,
business_philosophy,1,False,
audit_oversight,1,False,
board_compensation,1,False,
reporting_standards,1,False,
report_scope,1,True,GRI 305 Emissions / TCFD Climate -> report_scope
disclaimer,1,False,
environmental integration,1,False,
corporate governance structure,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> corporate governance structure
governance committees,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance committees
esg_disclosure,1,False,
environmental_practice,1,False,
kinerja non-keuangan dan risiko operasional,1,True,GRI 201 Economic Performance -> kinerja non-keuangan dan risiko operasional
